YEAR,MO,DY,T2M,TS,PRECTOTCORR,PS,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,QV2M,WS10M,WS50M
2019,2,19,13.1,12.92,0,74.47,6.82,6.81,0.77,250.88,120.23,120.53,16.23,0.49,2.6,4.58,3.99,6.16
2019,2,20,13.39,12.92,0,74.32,6.77,6.78,0.77,259.02,120.87,121.43,16.3,0.5,2.65,4.76,3.2,4.84
2019,2,21,12.7,12.7,0,74.36,6.71,6.72,0.76,255.47,118.21,118.73,15.91,0.48,2.6,5.25,3.73,5.74
2019,2,22,13.32,12.41,0,74.58,5.67,6.61,0.63,291.36,102.14,118.45,14.09,0.45,2.41,5.07,2.55,3.95
2019,2,23,14.11,14.79,0.06,74.67,5.52,6.72,0.62,303.46,100.57,121.98,14,0.45,2.44,6.53,1.97,3.35
2019,2,24,13.74,14.85,1.02,74.72,4.7,6.42,0.52,318.2,85.13,115.21,11.76,0.37,1.93,7.51,1.6,2.39
2019,2,25,13.99,14.51,1.53,74.77,4.95,6.57,0.55,317.47,90.3,118.38,12.52,0.41,2.13,7.63,1.44,2.09
2019,2,26,15.04,15.86,0.17,74.75,5.66,6.74,0.62,292.05,101.37,120.16,13.92,0.44,2.28,7.2,1.98,3.12
2019,2,27,15.33,15.37,0,74.68,6.74,6.86,0.74,276.32,119.5,121.98,16.12,0.49,2.62,6.04,2.2,3.24
2019,2,28,15.58,15.65,0,74.55,6.72,6.9,0.73,276.87,119.62,123.04,16.2,0.48,2.56,5.55,1.96,3.01
2019,3,1,16.06,15.82,0,74.61,6.74,6.84,0.73,271.04,117.92,120,15.81,0.47,2.45,5.92,1.59,2.23
2019,3,2,16.36,16.37,0,74.67,6.54,6.85,0.71,285.05,115.91,121.27,15.59,0.47,2.46,5.98,1.1,1.7
2019,3,3,17.44,17.18,0,74.58,6.79,7.09,0.73,286.3,120.8,126.2,16.41,0.5,2.68,6.23,1.47,2.1
2019,3,4,16.26,16.87,2.3,74.61,5.17,6.61,0.55,302.1,91.59,116.37,12.48,0.39,2.07,7.87,1.3,1.86
2019,3,5,16.41,16.73,1.9,74.73,6.01,6.9,0.64,306.21,108.07,123.68,14.8,0.47,2.47,7.57,0.8,1.41
2019,3,6,15.39,15.94,0.21,74.86,6.45,7.01,0.69,306.03,117.75,128.06,16.05,0.49,2.6,6.65,0.9,1.34
2019,3,7,16.64,16.86,0.49,74.77,6.26,6.91,0.66,302.25,112.24,123.52,15.28,0.48,2.52,5.98,0.92,1.56
2019,3,8,16.71,17.26,0.04,74.6,6.02,6.88,0.64,304.38,107.9,123.21,14.69,0.46,2.41,6.1,1.45,2.28
2019,3,9,17.53,17.79,0.06,74.49,5.83,6.86,0.62,308.69,103.89,121.67,14.06,0.45,2.35,6.71,1.25,1.79
2019,3,10,17.74,18.04,0.1,74.57,6.33,6.83,0.66,307.45,113.23,121.55,15.18,0.47,2.51,6.59,1.17,1.7
2019,3,11,17.29,17.66,0.05,74.66,6.95,7.06,0.73,279.35,121.46,123.38,16.25,0.51,2.73,5.49,1.64,2.7
2019,3,12,15.71,16.33,0.01,74.61,7.22,7.28,0.75,257.99,124.64,125.74,16.71,0.54,2.91,4.33,2.62,4.16
2019,3,13,16.01,16.25,0,74.43,7.43,7.47,0.77,259.27,130.79,131.59,17.75,0.59,3.24,5.92,2.54,3.65
2019,3,14,17.11,17.25,0,74.47,7.12,7.44,0.73,279.04,126.28,131.58,17.19,0.57,3.1,5.13,0.74,1.03
2019,3,15,15.48,16.94,0.19,74.58,5.58,6.84,0.58,306.7,99.38,120.57,13.29,0.42,2.22,7.2,2.13,3.35
2019,3,16,15.52,17.01,0.05,74.64,4.94,7.02,0.51,311.73,88.99,123.72,12.2,0.4,2.05,7.75,1.75,2.64
2019,3,17,15.18,16.75,0.02,74.59,4.96,6.98,0.51,311.29,89.96,123.73,12.45,0.41,2.12,7.26,1.41,2.09
2019,3,18,14.69,15.96,0.12,74.49,6.58,7.23,0.67,292.88,119.2,130.24,16.27,0.52,2.75,7.87,2.83,4.04
2019,3,19,13.57,14.77,0.01,74.51,7.31,7.54,0.74,274.45,130.18,134.07,17.8,0.55,2.91,6.53,2.56,3.69
2019,3,20,13.51,14.75,0,74.56,7.06,7.5,0.71,291.03,126.04,133.63,17.26,0.54,2.87,5.98,2.05,2.83
2019,3,21,13.73,15.35,0.36,74.63,5.88,7.3,0.59,308.44,106.49,131.16,14.66,0.45,2.36,6.96,1.51,2.23
2019,3,22,13.98,15.33,1.42,74.62,6.43,7.34,0.65,289.88,114.84,130.45,15.62,0.48,2.51,6.84,2.06,3.22
2019,3,23,14.15,15.13,0.08,74.67,6.91,7.49,0.7,277.7,122.43,132.18,16.62,0.5,2.59,5.86,2.01,2.94
2019,3,24,15.51,16.33,0.03,74.73,7.18,7.51,0.72,283.69,128.13,133.69,17.43,0.52,2.75,5.86,1.15,1.59
2019,3,25,15.27,16.23,0,74.69,7.5,7.58,0.75,270.76,131.48,132.83,17.78,0.55,-999,5.43,2.69,3.72
2019,3,26,12.9,13.94,0.01,74.74,7.88,7.95,0.78,250.13,135.54,136.4,18.37,0.56,2.98,3.78,3.2,4.47
2019,3,27,12.87,14.26,0,74.79,7.92,8.04,0.78,255.82,138.91,140.62,19.03,0.59,3.09,4.46,2.9,4.03
2019,3,28,14.31,15.01,0,74.76,7.89,7.99,0.78,262.24,138.39,139.98,18.91,0.57,2.98,4.09,2.12,2.98
2019,3,29,16.29,16.87,0,74.54,7.72,7.8,0.76,271.38,136.84,137.92,18.66,0.55,2.95,4.33,1.91,2.85
2019,3,30,16.55,17.48,0,74.43,6.9,7.5,0.68,291.76,122.35,132.32,16.55,0.49,2.6,5.13,2.08,3.19
2019,3,31,15.67,16.76,0.05,74.51,6.48,7.34,0.63,291.56,115.13,129.23,15.49,0.46,2.41,5.43,1.94,3.08
2019,4,1,15.58,16.69,0,74.59,7.19,7.83,0.7,274.22,127.7,138.19,17.45,0.52,2.73,4.88,2.53,3.84
2019,4,2,15.99,16.77,0.02,74.67,6.72,7.74,0.66,283.41,119.43,136.31,16.34,0.49,2.55,4.58,1.91,2.84
2019,4,3,15.43,15.99,0.2,74.75,6.39,7.11,0.62,285.98,111.3,122.36,14.51,0.44,2.29,4.94,2.73,3.84
2019,4,4,16.09,16.9,0.22,74.77,6.25,7.65,0.61,310.9,111.6,135.06,15.19,0.46,2.39,5,1.14,1.65
2019,4,5,15.79,16.65,0.68,74.59,5.51,7.14,0.53,328.02,98.98,125.48,13.3,0.41,2.09,5.74,2.08,2.93
2019,4,6,14.98,15.8,0.19,74.53,5.93,7.32,0.57,308.17,106.52,129.1,14.22,0.45,2.38,6.16,2.45,3.63
2019,4,7,16.12,17.22,0,74.51,7.09,7.56,0.68,286.7,125,132.05,16.68,0.53,2.87,4.94,2.15,3.12
2019,4,8,14.92,16.7,1.58,74.62,5.79,7.35,0.55,313.92,103.23,128.31,13.95,0.45,2.39,6.59,2,3.15
2019,4,9,14.47,15.97,0.44,74.64,6.69,8.07,0.64,303.04,121.84,145.29,16.97,0.54,2.83,6.53,2.45,3.55
2019,4,10,15.63,16.46,0,74.48,7.95,8.12,0.77,273.39,142.88,144.95,19.62,0.59,3.15,4.15,1.98,3.03
2019,4,11,15.83,16.68,0,74.31,8.08,8.19,0.77,263.73,143.84,144.87,19.66,0.63,3.4,3.97,3.27,4.89
2019,4,12,15.46,16.25,0,74.21,7.96,8.2,0.76,259.24,139.84,142.78,19.07,0.62,3.36,3.36,4.16,6.15
2019,4,13,15.19,15.9,0,74.23,8.07,8.29,0.77,263.14,143.48,146.33,19.75,0.65,3.48,3.11,3.61,5.18
2019,4,14,14.75,16.18,0,74.47,7.82,7.9,0.74,262.49,135.88,136.48,18.13,0.56,3.04,4.33,2.01,3.2
2019,4,15,16.58,17.68,0,74.6,7.79,8.04,0.74,279.8,138.51,141.68,18.79,0.59,3.11,4.82,1.44,2.23
2019,4,16,17.51,18.87,0,74.68,7.32,7.74,0.7,294.06,130.35,136.55,17.48,0.55,2.91,4.82,2,3.2
2019,4,17,18.44,19.33,0,74.56,7.03,7.59,0.66,297.84,126.11,134.72,16.77,0.53,2.87,4.88,1.88,2.81
2019,4,18,18.26,19.25,0.07,74.42,7.96,8.18,0.75,284.55,143.35,146.17,19.66,0.64,3.48,4.21,3.18,4.73
2019,4,19,14.65,16.91,0.07,74.7,6.49,8.19,0.61,316.65,119.01,148.51,16.64,0.55,2.88,5.31,2.52,3.41
2019,4,20,16.25,17.73,0,74.76,7.63,8.28,0.72,302.34,139.79,150.38,19.47,0.62,3.3,4.46,1.27,1.95
2019,4,21,17.96,19.43,0,74.71,7.39,8.03,0.7,305.96,135.05,145.08,18.58,0.59,3.16,4.82,1.78,2.83
2019,4,22,18.79,19.9,0.94,74.64,6.42,7.56,0.6,317.51,116.6,134.26,15.82,0.52,2.78,5.62,1.33,2.05
2019,4,23,18.11,19.66,0.35,74.53,6.87,7.65,0.64,309.23,124.71,136.77,16.72,0.53,2.88,5.55,2.25,3.43
2019,4,24,17.52,18.2,0.01,74.47,6.69,7.89,0.62,290.24,118.29,137.45,15.98,0.52,2.73,4.64,3.06,4.3
2019,4,25,18.12,19.26,0,74.52,7.57,7.99,0.71,287.67,134.62,140.48,18.21,0.58,3.12,4.88,1.98,2.77
2019,4,26,17.39,19.49,0.24,74.7,6.56,7.52,0.61,316.21,118.15,133.33,15.9,0.51,2.69,7.26,2.06,2.84
2019,4,27,18.04,19.58,0.13,74.61,6.59,7.82,0.62,317.52,119.93,139.48,16.36,0.52,2.73,5.74,1.69,2.85
2019,4,28,17.9,18.55,0.36,74.58,4.25,7,0.4,330.88,77.6,121.32,10.16,0.31,1.59,5.68,1.15,1.72
2019,4,29,16.33,17.02,2.05,74.69,4.48,6.91,0.41,345.62,80.46,119.45,10.41,0.34,1.77,6.16,1.45,2.02
2019,4,30,18.18,19.62,4.06,74.65,5.69,7.3,0.53,327.74,103.76,129.14,13.8,0.44,2.35,8.18,1.61,2.59
2019,5,1,18.4,20.1,0.94,74.63,6.24,7.74,0.58,327.88,113.57,138.43,15.38,0.51,2.73,8.18,1.21,1.7
2019,5,2,18.23,19.57,0.72,74.62,6.39,7.72,0.59,326.07,116.06,137.59,15.68,0.49,2.6,6.96,1.88,2.91
2019,5,3,18.48,19.47,0.16,74.48,6.28,7.8,0.59,308.94,113.39,138.24,15.36,0.47,2.44,5.55,2.38,3.59
2019,5,4,18.76,19.59,0.07,74.42,5.56,7.85,0.52,315.77,101.37,139.43,13.88,0.44,2.28,4.94,1.94,2.95
2019,5,5,17.47,18.88,0.5,74.43,5.7,7.26,0.53,317.11,101.84,125.97,13.26,0.41,2.11,5.68,2.19,3.38
2019,5,6,17.55,18.66,0.09,74.55,6.51,7.46,0.6,304.17,114.21,128.41,14.89,0.45,2.34,5.74,3.2,4.59
2019,5,7,18.18,19.06,0,74.6,7.31,7.83,0.67,276.57,128.8,136.51,17.09,0.51,2.66,4.58,3.18,4.52
2019,5,8,17.91,18.29,0,74.44,8.13,8.25,0.75,264.62,142.74,143.82,19.23,0.59,3.12,3.66,3.55,5.08
2019,5,9,17.38,17.81,0,74.38,7.72,8.48,0.71,276.82,137.98,149.67,19.05,0.6,3.2,3.17,4.1,5.9
2019,5,10,18.51,19.25,0,74.39,7.93,8.03,0.73,270.4,139.31,140.01,18.56,0.59,3.15,3.91,2.24,3.16
2019,5,11,18.54,19.7,0,74.42,7.36,7.74,0.68,285.73,129.18,134.48,17.14,0.54,2.92,5,1.99,2.88
2019,5,12,18.53,19.29,0.12,74.47,6.91,7.68,0.63,299.94,122.72,134.49,16.27,0.52,2.76,4.82,2.01,2.92
2019,5,13,18.87,19.39,0.07,74.52,6.93,7.39,0.64,292.85,120.02,126.41,15.34,0.47,2.53,4.76,2.6,3.63
2019,5,14,19.42,20.19,0,74.56,7.38,7.55,0.68,288.72,128.49,130.26,16.57,0.51,2.71,4.82,1.3,1.77
2019,5,15,19.11,20.14,0.76,74.59,6.44,7.24,0.59,318.53,114.33,126.57,14.82,0.46,2.48,7.02,1.34,1.9
2019,5,16,18.65,19.79,1.98,74.64,5.52,7.01,0.51,333.54,98.94,121.96,12.65,0.4,2.1,7.45,1.48,2.14
2019,5,17,18.38,19.85,1.58,74.56,5.66,7.79,0.52,329.2,103.6,139.78,14.12,0.46,2.42,7.69,1.93,2.91
2019,5,18,18.63,20.17,0.66,74.48,6.95,8,0.64,321.41,127.98,145.19,17.48,0.54,2.83,6.9,2.28,3.52
2019,5,19,19.07,20.41,0.91,74.48,7.37,7.97,0.68,310.72,132.68,141.63,17.81,0.52,2.75,6.1,2.34,3.69
2019,5,20,19.08,20.83,0.92,74.5,7.26,8.07,0.66,319.64,132.92,145.8,18.23,0.55,2.84,6.65,1.67,2.82
2019,5,21,19.57,21.01,2.76,74.35,6.95,8.04,0.64,324.79,125.24,142.59,16.97,0.5,2.62,6.53,1.55,2.49
2019,5,22,19.62,21.12,1.74,74.4,6.67,7.81,0.61,332.59,121.86,140.38,16.42,0.49,2.57,7.39,0.87,1.48
2019,5,23,19.15,20.79,2.67,74.5,6.49,7.47,0.59,328.91,117.43,132.59,15.7,0.47,2.46,7.87,1.8,2.66
2019,5,24,18.28,20.05,1.69,74.55,5.86,7.74,0.54,344.04,108.89,140.18,15,0.48,2.49,9.64,1.7,2.36
2019,5,25,18.11,19.92,0.3,74.61,6.53,7.86,0.6,338.27,120.38,141.64,16.53,0.52,2.71,8.91,2.2,3.06
2019,5,26,18.56,20.57,0.23,74.65,6.85,8.1,0.62,331.23,127.54,147.9,17.79,0.56,2.95,8.36,2.03,2.8
2019,5,27,18.32,20.49,0.79,74.53,6.62,8.15,0.61,332.72,121.94,146.91,17.02,0.53,2.77,8.12,1.16,1.77
2019,5,28,19.09,20.98,1.31,74.35,6,7.82,0.55,344.55,111.07,141.37,15.43,0.48,2.55,8.97,1.94,2.72
2019,5,29,19.61,21.51,1.37,74.27,5.84,7.48,0.53,341.41,107.71,134.68,14.71,0.46,2.41,9.7,1.71,2.5
2019,5,30,19.33,20.91,3.87,74.39,6.36,7.36,0.59,333.05,115.58,130.85,15.5,0.48,2.48,9.58,2.62,3.71
2019,5,31,18,19.78,2.56,74.48,5.65,7.7,0.52,345.86,104.81,138.98,14.46,0.46,2.4,10.31,2.52,3.42
2019,6,1,17.01,18.55,2.26,74.46,5.7,7.7,0.52,342.75,105.86,140.58,14.66,0.46,2.44,10.38,2.91,3.99
2019,6,2,16.33,17.84,1.26,74.46,4.4,7.71,0.41,353.58,83.52,140.35,11.88,0.38,1.98,9.95,3.03,4.36
2019,6,3,16.31,18,4.44,74.49,3.82,7.47,0.35,346.37,72.98,134.52,10.3,0.33,1.7,10.68,2.71,3.83
2019,6,4,15.93,16.88,13.52,74.55,2.78,7.5,0.26,347.23,54.48,136.75,7.91,0.25,1.3,11.78,1.21,1.84
2019,6,5,16.65,17.75,13.19,74.58,3.35,7.47,0.3,347.45,64.92,135.66,9.3,0.3,1.58,11.54,1.91,2.74
2019,6,6,16.46,17.26,14.88,74.61,4.76,7.76,0.44,353.03,91.35,143.16,13.2,0.45,2.38,11.84,1.13,1.79
2019,6,7,17.97,19.28,5.21,74.57,6.16,7.63,0.56,339.87,113.83,137.38,15.62,0.52,2.75,10.5,1.59,2.31
2019,6,8,18.46,19.48,1.34,74.64,6.87,8,0.63,323.2,126.72,144.72,17.48,0.56,2.98,8.97,2.65,4.08
2019,6,9,17.49,18.55,0.07,74.76,7.97,8.24,0.73,292.85,141.46,144.74,19.2,0.59,3.16,6.77,3,4.52
2019,6,10,15.63,16.81,0.4,74.89,7.45,8.1,0.68,314.17,134.16,143.88,18.19,0.56,2.91,7.81,4.84,6.62
2019,6,11,15.74,17.3,0.02,74.84,6.41,8.09,0.59,324.67,118.46,146.65,16.57,0.51,2.64,8.12,3.55,4.89
2019,6,12,16.98,18.44,2.34,74.69,6.07,7.8,0.55,328.16,112.87,142.22,15.58,0.48,2.49,9.58,2.35,3.5
2019,6,13,15.8,17.28,3.38,74.75,4.08,7.87,0.38,350.02,77.86,143.09,11.18,0.35,1.81,10.44,2.24,3.05
2019,6,14,16.29,17.78,4.14,74.74,5.43,7.93,0.5,347.2,102.33,145.05,14.46,0.45,2.3,10.38,1.48,2.15
2019,6,15,17.48,18.61,1.17,74.63,6.89,8.13,0.63,322.52,127.75,147.45,17.81,0.55,2.87,9.7,1.22,1.62
2019,6,16,17.83,18.94,0.65,74.53,6.81,8.12,0.62,323.58,124.69,145.71,17.23,0.52,2.74,8.36,0.96,1.47
2019,6,17,18.41,19.76,0.26,74.59,6.88,7.97,0.63,327.2,126.42,143.87,17.42,0.54,2.82,8.73,1.7,2.51
2019,6,18,18.25,19.74,5.28,74.68,5.95,7.78,0.55,337.12,109.91,140.32,15.2,0.48,2.48,9.58,1.18,1.73
2019,6,19,17.06,18.08,6.52,74.7,4.88,7.74,0.45,341.13,91.9,140.73,12.85,0.41,2.11,11.6,0.77,1.2
2019,6,20,18.04,19.16,3.2,74.65,6.08,7.93,0.55,332.55,114.07,145.73,16.02,0.52,2.7,10.8,1.1,1.68
2019,6,21,17.95,18.89,3.64,74.69,5.91,7.91,0.54,331.67,111.24,145.39,15.64,0.49,2.57,11.29,0.88,1.35
2019,6,22,17.39,18.16,6.33,74.7,4.55,7.22,0.41,346.77,85.21,129.8,11.59,0.37,1.88,11.9,0.97,1.37
2019,6,23,16.98,18.02,10.92,74.66,4.65,7.52,0.43,353.13,87.66,136.59,12.25,0.39,2.05,11.9,0.84,1.38
2019,6,24,16.12,17.02,14.31,74.6,4.05,7.82,0.38,347.34,78.03,144.53,11.4,0.36,1.84,11.78,2.17,3.31
2019,6,25,16.18,17.16,3.33,74.64,3.89,7.78,0.36,351.66,73.93,142.23,10.77,0.35,1.8,10.99,1.73,2.66
2019,6,26,15.42,15.73,4.57,74.74,4.76,7.52,0.44,353.49,89.32,136.16,12.45,0.39,2.01,11.17,1.87,2.78
2019,6,27,16.31,17.69,1.18,74.78,6.79,8.04,0.62,328.27,126.38,147.51,17.64,0.55,2.89,9.58,2.61,3.76
2019,6,28,15.37,16.88,2.86,74.76,7.16,8.21,0.66,323.75,133.39,150.7,18.64,0.58,3.04,8.85,2.91,4.01
2019,6,29,14.9,16.54,1.19,74.76,6.85,8.23,0.62,321.18,128.34,151.93,17.95,0.55,2.85,9.22,2.34,3.2
2019,6,30,15.07,16.43,6.03,74.71,5.55,8.12,0.51,329.15,104.47,149.04,14.87,0.47,2.44,9.46,0.82,1.16
2019,7,1,13.8,14.44,4.05,74.71,4.28,7.75,0.39,334.17,81.62,140.88,11.74,0.36,1.84,10.93,0.51,0.81
2019,7,2,14.35,14.98,11.45,74.72,4.84,7.74,0.45,334.09,90.33,139.77,12.66,0.38,1.99,11.11,1.2,2.05
2019,7,3,14.45,14.58,6.77,74.69,5.14,7.95,0.47,337.92,97.88,147.09,14.08,0.45,2.28,10.25,1.09,1.7
2019,7,4,15.59,15.9,2.27,74.71,5.97,7.86,0.55,325.93,111.67,143.98,15.62,0.48,2.52,10.31,1.75,2.73
2019,7,5,16.77,17.74,0.52,74.8,7.04,8.01,0.65,322.55,129.23,144.06,17.84,0.56,2.98,8.85,1.94,2.88
2019,7,6,16.15,16.98,2.3,74.82,6.95,8.09,0.64,325.13,128.12,146.9,17.75,0.55,2.88,9.03,1.48,2.04
2019,7,7,16.37,17.47,1.72,74.8,6.9,8.01,0.63,318.86,126.43,144.13,17.45,0.53,2.77,9.46,1.11,1.79
2019,7,8,16.03,16.83,4.93,74.76,6.06,7.83,0.55,316.65,112.82,141.69,15.66,0.48,2.51,9.95,1.05,1.34
2019,7,9,15.37,15.94,2.69,74.75,6.43,7.88,0.59,329.99,120.05,144.09,16.77,0.52,2.72,11.05,1.34,2.23
2019,7,10,15.61,16.6,10.94,74.7,5.32,7.82,0.49,339.72,100.34,143.68,14.26,0.46,2.39,11.66,1.77,2.66
2019,7,11,14.9,15.76,8.26,74.65,4.74,7.88,0.44,347.45,90.12,144.95,12.85,0.41,2.12,11.35,1.17,2.03
2019,7,12,15.71,16.66,8.39,74.52,4.7,7.64,0.43,358.51,89.5,140.85,12.62,0.39,2.03,11.47,0.78,1
2019,7,13,15.47,16.05,5.29,74.55,4.19,7.66,0.38,348.1,79.85,140.64,11.52,0.38,1.92,11.72,1.2,1.95
2019,7,14,15.51,16.15,5,74.64,5.91,7.81,0.55,336.09,110.51,142.98,15.38,0.48,2.55,11.6,0.84,1.25
2019,7,15,16.33,16.8,2.92,74.65,6.69,7.95,0.62,326.69,123.36,144.09,17.09,0.54,2.85,11.6,0.91,1.45
2019,7,16,16.25,17.02,3.48,74.71,6.8,7.92,0.62,325,125.34,143.16,17.27,0.54,2.84,10.68,1.7,2.55
2019,7,17,15.2,16.2,2.54,74.78,4.2,7.64,0.39,334.15,78.67,138.12,11.1,0.34,1.75,10.44,1.48,2.33
2019,7,18,15.51,16.61,6.12,74.72,5.74,7.83,0.53,342.1,107.38,143.36,15.03,0.48,2.54,9.83,0.89,1.48
2019,7,19,15.31,16.13,9.2,74.66,5.4,7.89,0.5,336.34,101.41,145.26,14.45,0.47,2.45,10.68,0.88,1.41
2019,7,20,14.8,15.26,3.22,74.63,4.95,7.68,0.46,332.62,92.42,139.03,13.03,0.42,2.2,10.68,1.02,1.57
2019,7,21,14.48,15.01,5.38,74.68,4.93,7.48,0.45,328.53,91.91,134.04,12.63,0.39,2.05,10.86,1.47,2.16
2019,7,22,15.33,15.82,4.13,74.66,5.9,7.83,0.55,334.62,110.4,143.55,15.45,0.48,2.53,11.23,1.53,2.27
2019,7,23,15.34,16.32,3.99,74.74,5.55,7.84,0.52,340.88,103.59,143,14.52,0.45,2.34,10.56,1.65,2.57
2019,7,24,13.99,14.82,8.12,74.79,4.69,7.79,0.44,344.62,88.99,142.75,12.65,0.4,2.08,10.74,1.64,2.62
2019,7,25,13.94,14.78,12.71,74.75,3.23,7.67,0.3,350.28,62.09,140.02,9.16,0.3,1.53,10.99,1.75,2.55
2019,7,26,13.84,14.48,4.51,74.81,3.24,7.63,0.3,356.49,62.79,139.29,9.33,0.3,1.59,10.93,1.58,2.34
2019,7,27,15.46,16.19,2.78,74.89,6.46,7.89,0.6,338.03,120.54,144.56,16.84,0.55,2.88,10.19,1.67,2.59
2019,7,28,15.14,16.03,2.32,74.86,6.77,7.91,0.62,324.66,125.86,144.82,17.34,0.55,2.93,9.77,1.16,1.91
2019,7,29,14.31,14.96,6.02,74.75,5.28,7.9,0.49,330.04,98.41,143.66,13.86,0.43,2.23,9.7,1.39,2.41
2019,7,30,14.78,15.65,2.39,74.74,5.94,7.82,0.55,339.63,110.16,142.3,15.39,0.48,2.52,9.7,1.42,2.41
2019,7,31,15.23,16.02,2.58,74.75,6.87,7.96,0.64,326.33,128.44,146.41,17.87,0.55,2.91,10.07,1.78,2.69
2019,8,1,15.33,16.22,1.27,74.73,7.42,8.05,0.69,315.87,137.71,147.54,19.08,0.58,3.04,8.91,1.66,2.57
2019,8,2,15.17,15.87,0.97,74.71,6.96,8.1,0.65,314.02,129.87,149.07,18.17,0.57,3.01,8.85,1.59,2.62
2019,8,3,15.64,16.55,0.25,74.67,6.96,7.95,0.65,317.27,127.99,144.12,17.7,0.55,2.92,9.16,1.49,2.51
2019,8,4,16.14,17.02,3.53,74.68,6.06,7.86,0.56,331.35,113.17,144.3,15.89,0.5,2.62,10.44,0.64,1.12
2019,8,5,15,15.3,10.7,74.69,4.38,7.54,0.41,348.12,82.3,136.99,11.66,0.38,1.98,12.27,1.02,1.67
2019,8,6,14.87,15.21,14.19,74.69,4.14,7.64,0.39,338.48,78.41,139.09,11.18,0.35,1.83,12.08,1.05,1.66
2019,8,7,15.1,15.51,10.05,74.68,4.42,7.68,0.41,345.63,83.77,141.27,12.08,0.38,1.95,11.72,1.39,2.26
2019,8,8,15.48,15.8,3.15,74.73,6.42,7.88,0.6,330.17,120.64,144.94,16.99,0.54,2.83,11.6,1.17,2.02
2019,8,9,16.42,16.91,3.44,74.69,5.8,7.76,0.55,335.26,108.32,140.88,15.2,0.49,2.57,11.17,1.06,1.65
2019,8,10,15.24,15.8,6.99,74.72,5.91,7.63,0.55,331.91,110.46,140.01,15.41,0.49,2.59,11.72,1.86,3.04
2019,8,11,16.33,16.96,5.69,74.75,5.63,7.78,0.53,349.57,106.45,143.82,15.12,0.5,2.62,11.35,1.37,2.21
2019,8,12,15.94,16.32,6.87,74.68,6.3,7.83,0.59,341.13,118.11,144.01,16.55,0.52,2.76,11.96,1.29,2.16
2019,8,13,16.37,17.01,4.31,74.68,6.55,7.81,0.62,333.95,122.74,143.91,17.05,0.53,2.79,11.23,1.13,1.81
2019,8,14,16.37,16.66,3.71,74.72,7.02,7.84,0.66,327.94,130.74,143.7,18.09,0.56,2.96,10.8,1.17,1.87
2019,8,15,16.41,16.98,2.38,74.78,7.01,7.91,0.66,327.2,129.8,144.4,17.98,0.56,2.96,9.89,1.45,2.44
2019,8,16,16.34,16.67,1.85,74.73,7.11,7.7,0.67,323.18,131.18,140.23,18.08,0.56,2.99,9.89,1.07,1.67
2019,8,17,16.13,16.02,3.21,74.62,5.84,7.7,0.55,339.35,109,140.85,15.4,0.5,2.62,10.99,0.63,0.95
2019,8,18,16.62,16.96,2.68,74.57,6.41,7.62,0.61,332.8,118.36,138.1,16.37,0.52,2.7,11.23,1.41,2.31
2019,8,19,15.36,16,0.62,74.57,5.13,7.48,0.48,342.7,95.31,135.97,13.41,0.42,2.16,10.86,2.98,4.6
2019,8,20,15.45,16.33,0.2,74.64,6.67,7.95,0.63,317.59,123.22,144.84,17.34,0.55,2.91,9.89,2.41,3.62
2019,8,21,15.4,16.33,1.73,74.67,5.7,7.73,0.54,329.85,105.52,140.72,14.88,0.46,2.4,10.44,0.93,1.45
2019,8,22,14.71,15.03,6.16,74.63,4.39,7.56,0.42,341.96,83.54,138.5,12.11,0.4,2.09,11.96,1.22,2.15
2019,8,23,15.22,15.73,9.9,74.68,4.81,7.48,0.46,344.6,91.73,137.23,13.07,0.42,2.21,11.78,1.03,1.92
2019,8,24,15.88,16.15,4.16,74.71,5.77,7.35,0.55,329.94,107.53,133.85,14.95,0.48,2.55,11.9,1.33,2.32
2019,8,25,15.96,16.21,4.96,74.68,5.93,7.53,0.57,334.51,110.78,138.02,15.46,0.5,2.63,11.96,1.22,1.99
2019,8,26,16,16.12,9.81,74.6,5.07,7.38,0.48,329.59,94.35,133.81,13.38,0.43,2.24,12.21,0.84,1.51
2019,8,27,15.57,15.62,3.28,74.61,5.95,7.51,0.57,327.98,110.16,136.06,15.48,0.5,2.63,11.11,1.05,1.77
2019,8,28,15.41,15.7,0.71,74.74,6.78,7.76,0.66,324.91,125.63,141.88,17.52,0.55,2.87,9.28,2.18,3.15
2019,8,29,15.15,15.77,0.81,74.75,7.2,7.77,0.7,319.66,132.67,141.8,18.3,0.58,3.05,9.16,1.38,2.19
2019,8,30,14.94,15.3,0.63,74.73,7,7.78,0.68,309.44,127.66,140.42,17.7,0.57,3.05,8.36,1.15,1.99
2019,8,31,15.31,15.92,0.04,74.67,7.42,7.7,0.72,295.44,135.73,139.88,18.68,0.59,3.18,8.48,1.95,3.05
2019,9,1,14.56,15.4,0.39,74.68,7.5,7.73,0.73,300.55,136.59,139.88,18.69,0.59,3.12,8.54,2.15,3.33
2019,9,2,14.26,15.01,1.31,74.65,6.65,7.74,0.65,311.05,121.02,139.73,16.82,0.52,2.73,9.03,2.48,3.96
